Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
O2.UC48-1_GL0006621	O2.UC48-1_GL0006621  [gene]  locus=scaffold50362_1:3:1724:+ [Lack 5'-end] codon-table.11	O2.UC48-1_GL0006621  [gene]  locus=scaffold50362_1:3:1724:+ [Lack 5'-end] codon-table.11		573		O2.UC48-1_GL0006621  [gene]  locus=scaffold50362_1:3:1724:+ [Lack 5'-end] codon-table.11		3.32	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
O2.UC48-1_GL0066693	O2.UC48-1_GL0066693  [gene]  locus=scaffold807_8:2:1423:+ [Lack 5'-end] codon-table.11	O2.UC48-1_GL0066693  [gene]  locus=scaffold807_8:2:1423:+ [Lack 5'-end] codon-table.11		473		O2.UC48-1_GL0066693  [gene]  locus=scaffold807_8:2:1423:+ [Lack 5'-end] codon-table.11		4.02	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
O2.UC54-0_GL0073016	O2.UC54-0_GL0073016  [gene]  locus=scaffold7919_8:3:1292:+ [Lack 5'-end] codon-table.11	O2.UC54-0_GL0073016  [gene]  locus=scaffold7919_8:3:1292:+ [Lack 5'-end] codon-table.11		429		O2.UC54-0_GL0073016  [gene]  locus=scaffold7919_8:3:1292:+ [Lack 5'-end] codon-table.11		3.96	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
O2.UC58-2_GL0132289	O2.UC58-2_GL0132289  [gene]  locus=scaffold32083_3:2:862:+ [Lack 5'-end] codon-table.11	O2.UC58-2_GL0132289  [gene]  locus=scaffold32083_3:2:862:+ [Lack 5'-end] codon-table.11		286		O2.UC58-2_GL0132289  [gene]  locus=scaffold32083_3:2:862:+ [Lack 5'-end] codon-table.11		15.73	0.9962	0.9990	2	2	1	3	3	2	     0	     0	     0			
O2.UC6-1_GL0158164	O2.UC6-1_GL0158164  [gene]  locus=scaffold27380_1:36:1523:+ [Complete] codon-table.11	O2.UC6-1_GL0158164  [gene]  locus=scaffold27380_1:36:1523:+ [Complete] codon-table.11		495		O2.UC6-1_GL0158164  [gene]  locus=scaffold27380_1:36:1523:+ [Complete] codon-table.11		3.03	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0	14C(57.0214)		
SZEY-38A_GL0029966	SZEY-38A_GL0029966  [gene]  locus=scaffold17522_2:3:908:- [Lack both ends] codon-table.11	SZEY-38A_GL0029966  [gene]  locus=scaffold17522_2:3:908:- [Lack both ends] codon-table.11		302		SZEY-38A_GL0029966  [gene]  locus=scaffold17522_2:3:908:- [Lack both ends] codon-table.11		4.30	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
SZEY-60A_GL0070586	SZEY-60A_GL0070586  [gene]  locus=scaffold14735_2:6316:8151:- [Complete] codon-table.11	SZEY-60A_GL0070586  [gene]  locus=scaffold14735_2:6316:8151:- [Complete] codon-table.11		611		SZEY-60A_GL0070586  [gene]  locus=scaffold14735_2:6316:8151:- [Complete] codon-table.11		2.45	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
SZEY-73A_GL0029963	SZEY-73A_GL0029963  [gene]  locus=scaffold13191_1:23039:25753:+ [Complete] codon-table.11	SZEY-73A_GL0029963  [gene]  locus=scaffold13191_1:23039:25753:+ [Complete] codon-table.11		904		SZEY-73A_GL0029963  [gene]  locus=scaffold13191_1:23039:25753:+ [Complete] codon-table.11		2.21	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
T2D-107A_GL0109570	T2D-107A_GL0109570  [gene]  locus=scaffold1237_3:24915:26627:+ [Complete] codon-table.11	T2D-107A_GL0109570  [gene]  locus=scaffold1237_3:24915:26627:+ [Complete] codon-table.11		570		T2D-107A_GL0109570  [gene]  locus=scaffold1237_3:24915:26627:+ [Complete] codon-table.11		2.63	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
T2D-108A_GL0033294	T2D-108A_GL0033294  [gene]  locus=scaffold52552_3:3:962:+ [Lack 5'-end] codon-table.11	T2D-108A_GL0033294  [gene]  locus=scaffold52552_3:3:962:+ [Lack 5'-end] codon-table.11		319		T2D-108A_GL0033294  [gene]  locus=scaffold52552_3:3:962:+ [Lack 5'-end] codon-table.11		4.39	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
T2D-122A_GL0026640	T2D-122A_GL0026640  [gene]  locus=scaffold1956_15:892:2058:+ [Complete] codon-table.11	T2D-122A_GL0026640  [gene]  locus=scaffold1956_15:892:2058:+ [Complete] codon-table.11		388		T2D-122A_GL0026640  [gene]  locus=scaffold1956_15:892:2058:+ [Complete] codon-table.11		3.87	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
T2D-135A_GL0008433	T2D-135A_GL0008433  [gene]  locus=scaffold39818_2:33199:34173:- [Complete] codon-table.11	T2D-135A_GL0008433  [gene]  locus=scaffold39818_2:33199:34173:- [Complete] codon-table.11		324		T2D-135A_GL0008433  [gene]  locus=scaffold39818_2:33199:34173:- [Complete] codon-table.11		4.63	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
T2D-140A_GL0041176	T2D-140A_GL0041176  [gene]  locus=scaffold64902_1:2:997:+ [Lack 5'-end] codon-table.11	T2D-140A_GL0041176  [gene]  locus=scaffold64902_1:2:997:+ [Lack 5'-end] codon-table.11		331		T2D-140A_GL0041176  [gene]  locus=scaffold64902_1:2:997:+ [Lack 5'-end] codon-table.11		5.44	0.9962	0.9990	1	0	1	1	0	1	     0	     0	     0			V1.CD20-0_GL0134648
T2D-140A_GL0094866	T2D-140A_GL0094866  [gene]  locus=C762853_1:1:765:- [Lack both ends] codon-table.11	T2D-140A_GL0094866  [gene]  locus=C762853_1:1:765:- [Lack both ends] codon-table.11		255		T2D-140A_GL0094866  [gene]  locus=C762853_1:1:765:- [Lack both ends] codon-table.11		5.88	0.9962	0.9990	1	0	1	1	0	1	     0	     0	     0			T2D-46A_GL0023804
T2D-15A_GL0140265	T2D-15A_GL0140265  [gene]  locus=scaffold74731_2:3:1514:- [Lack both ends] codon-table.11	T2D-15A_GL0140265  [gene]  locus=scaffold74731_2:3:1514:- [Lack both ends] codon-table.11		504		T2D-15A_GL0140265  [gene]  locus=scaffold74731_2:3:1514:- [Lack both ends] codon-table.11		3.17	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
T2D-163A_GL0074891	T2D-163A_GL0074891  [gene]  locus=scaffold14924_1:41640:42410:+ [Lack 3'-end] codon-table.11	T2D-163A_GL0074891  [gene]  locus=scaffold14924_1:41640:42410:+ [Lack 3'-end] codon-table.11		257		T2D-163A_GL0074891  [gene]  locus=scaffold14924_1:41640:42410:+ [Lack 3'-end] codon-table.11		10.51	0.9962	0.9990	2	1	1	8	3	3	     0	     0	     0	1M(15.9949), 6C(57.0214)		
T2D-19A_GL0112307	T2D-19A_GL0112307  [gene]  locus=scaffold7059_4:345:1268:- [Complete] codon-table.11	T2D-19A_GL0112307  [gene]  locus=scaffold7059_4:345:1268:- [Complete] codon-table.11		307		T2D-19A_GL0112307  [gene]  locus=scaffold7059_4:345:1268:- [Complete] codon-table.11		7.17	0.9962	0.9990	2	1	1	4	3	3	     0	     0	     0			
T2D-22A_GL0004582	T2D-22A_GL0004582  [gene]  locus=scaffold46622_2:403:909:- [Lack 5'-end] codon-table.11	T2D-22A_GL0004582  [gene]  locus=scaffold46622_2:403:909:- [Lack 5'-end] codon-table.11		168		T2D-22A_GL0004582  [gene]  locus=scaffold46622_2:403:909:- [Lack 5'-end] codon-table.11		8.93	0.9962	0.9990	1	1	1	3	3	3	     0	     0	     0	2M(15.9949), 9C(57.0214)		
T2D-22A_GL0092696	T2D-22A_GL0092696  [gene]  locus=scaffold9686_2:2555:4735:- [Complete] codon-table.11	T2D-22A_GL0092696  [gene]  locus=scaffold9686_2:2555:4735:- [Complete] codon-table.11		726		T2D-22A_GL0092696  [gene]  locus=scaffold9686_2:2555:4735:- [Complete] codon-table.11		2.07	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
T2D-31A_GL0043705	T2D-31A_GL0043705  [gene]  locus=scaffold30455_2:24146:25279:- [Complete] codon-table.11	T2D-31A_GL0043705  [gene]  locus=scaffold30455_2:24146:25279:- [Complete] codon-table.11		377		T2D-31A_GL0043705  [gene]  locus=scaffold30455_2:24146:25279:- [Complete] codon-table.11		5.84	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
T2D-59A_GL0183419	T2D-59A_GL0183419  [gene]  locus=scaffold83251_1:9694:10494:- [Complete] codon-table.11	T2D-59A_GL0183419  [gene]  locus=scaffold83251_1:9694:10494:- [Complete] codon-table.11		266		T2D-59A_GL0183419  [gene]  locus=scaffold83251_1:9694:10494:- [Complete] codon-table.11		6.39	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
T2D-62A_GL0036996	T2D-62A_GL0036996  [gene]  locus=scaffold1151_15:6046:7167:+ [Complete] codon-table.11	T2D-62A_GL0036996  [gene]  locus=scaffold1151_15:6046:7167:+ [Complete] codon-table.11		373		T2D-62A_GL0036996  [gene]  locus=scaffold1151_15:6046:7167:+ [Complete] codon-table.11		4.56	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0	2M(15.9949)		
T2D-62A_GL0063917	T2D-62A_GL0063917  [gene]  locus=scaffold4119_13:653:2176:- [Complete] codon-table.11	T2D-62A_GL0063917  [gene]  locus=scaffold4119_13:653:2176:- [Complete] codon-table.11		507		T2D-62A_GL0063917  [gene]  locus=scaffold4119_13:653:2176:- [Complete] codon-table.11		2.37	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
T2D-6A_GL0149994	T2D-6A_GL0149994  [gene]  locus=scaffold31324_4:1:1230:+ [Lack 5'-end] codon-table.11	T2D-6A_GL0149994  [gene]  locus=scaffold31324_4:1:1230:+ [Lack 5'-end] codon-table.11		409		T2D-6A_GL0149994  [gene]  locus=scaffold31324_4:1:1230:+ [Lack 5'-end] codon-table.11		4.16	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
T2D-76A_GL0031068	T2D-76A_GL0031068  [gene]  locus=scaffold23959_1:131:682:- [Lack 5'-end] codon-table.11	T2D-76A_GL0031068  [gene]  locus=scaffold23959_1:131:682:- [Lack 5'-end] codon-table.11		183		T2D-76A_GL0031068  [gene]  locus=scaffold23959_1:131:682:- [Lack 5'-end] codon-table.11		9.29	0.9962	0.9990	1	1	1	3	3	3	     0	     0	     0	12C(57.0214), 7C(57.0214)		
T2D-8A_GL0019548	T2D-8A_GL0019548  [gene]  locus=scaffold40477_1:23844:25244:+ [Complete] codon-table.11	T2D-8A_GL0019548  [gene]  locus=scaffold40477_1:23844:25244:+ [Complete] codon-table.11		466		T2D-8A_GL0019548  [gene]  locus=scaffold40477_1:23844:25244:+ [Complete] codon-table.11		4.51	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
V1.CD14-0_GL0001828	V1.CD14-0_GL0001828  [gene]  locus=scaffold38853_1:1:633:- [Lack both ends] codon-table.11	V1.CD14-0_GL0001828  [gene]  locus=scaffold38853_1:1:633:- [Lack both ends] codon-table.11		211		V1.CD14-0_GL0001828  [gene]  locus=scaffold38853_1:1:633:- [Lack both ends] codon-table.11		6.16	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
V1.CD16-0_GL0066099	V1.CD16-0_GL0066099  [gene]  locus=scaffold77224_4:6615:6851:- [Lack 5'-end] codon-table.11	V1.CD16-0_GL0066099  [gene]  locus=scaffold77224_4:6615:6851:- [Lack 5'-end] codon-table.11		78		V1.CD16-0_GL0066099  [gene]  locus=scaffold77224_4:6615:6851:- [Lack 5'-end] codon-table.11		17.95	0.9962	0.9990	1	1	1	4	4	4	     0	     0	     0			
V1.CD19-0_GL0184721	V1.CD19-0_GL0184721  [gene]  locus=scaffold3123_4:2:583:+ [Lack 5'-end] codon-table.11	V1.CD19-0_GL0184721  [gene]  locus=scaffold3123_4:2:583:+ [Lack 5'-end] codon-table.11		193		V1.CD19-0_GL0184721  [gene]  locus=scaffold3123_4:2:583:+ [Lack 5'-end] codon-table.11		9.84	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
V1.CD21-0_GL0032301	V1.CD21-0_GL0032301  [gene]  locus=scaffold10_5:4288:5847:- [Complete] codon-table.11	V1.CD21-0_GL0032301  [gene]  locus=scaffold10_5:4288:5847:- [Complete] codon-table.11		519		V1.CD21-0_GL0032301  [gene]  locus=scaffold10_5:4288:5847:- [Complete] codon-table.11		4.24	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
V1.CD22-0_GL0059569	V1.CD22-0_GL0059569  [gene]  locus=scaffold81049_2:33:2066:+ [Lack 3'-end] codon-table.11	V1.CD22-0_GL0059569  [gene]  locus=scaffold81049_2:33:2066:+ [Lack 3'-end] codon-table.11		678		V1.CD22-0_GL0059569  [gene]  locus=scaffold81049_2:33:2066:+ [Lack 3'-end] codon-table.11		2.65	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
V1.CD25-0_GL0057205	V1.CD25-0_GL0057205  [gene]  locus=scaffold14364_4:876:1628:- [Lack 5'-end] codon-table.11	V1.CD25-0_GL0057205  [gene]  locus=scaffold14364_4:876:1628:- [Lack 5'-end] codon-table.11		250		V1.CD25-0_GL0057205  [gene]  locus=scaffold14364_4:876:1628:- [Lack 5'-end] codon-table.11		5.20	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
V1.CD25-0_GL0078316	V1.CD25-0_GL0078316  [gene]  locus=scaffold3575_24:180:1304:- [Complete] codon-table.11	V1.CD25-0_GL0078316  [gene]  locus=scaffold3575_24:180:1304:- [Complete] codon-table.11		374		V1.CD25-0_GL0078316  [gene]  locus=scaffold3575_24:180:1304:- [Complete] codon-table.11		6.15	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
V1.CD3-0-PN_GL0134226	V1.CD3-0-PN_GL0134226  [gene]  locus=scaffold14353_1:1274:2455:+ [Complete] codon-table.11	V1.CD3-0-PN_GL0134226  [gene]  locus=scaffold14353_1:1274:2455:+ [Complete] codon-table.11		393		V1.CD3-0-PN_GL0134226  [gene]  locus=scaffold14353_1:1274:2455:+ [Complete] codon-table.11		5.34	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
V1.CD34-0_GL0137502	V1.CD34-0_GL0137502  [gene]  locus=scaffold136085_1:692:3793:+ [Complete] codon-table.11	V1.CD34-0_GL0137502  [gene]  locus=scaffold136085_1:692:3793:+ [Complete] codon-table.11		1033		V1.CD34-0_GL0137502  [gene]  locus=scaffold136085_1:692:3793:+ [Complete] codon-table.11		2.90	0.9962	0.9990	2	2	1	2	2	1	     0	     0	     0			
V1.CD40-0_GL0021043	V1.CD40-0_GL0021043  [gene]  locus=scaffold7755_2:2:748:+ [Lack 5'-end] codon-table.11	V1.CD40-0_GL0021043  [gene]  locus=scaffold7755_2:2:748:+ [Lack 5'-end] codon-table.11		248		V1.CD40-0_GL0021043  [gene]  locus=scaffold7755_2:2:748:+ [Lack 5'-end] codon-table.11		7.66	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
V1.CD44-4_GL0094157	V1.CD44-4_GL0094157  [gene]  locus=scaffold45837_1:17590:19197:- [Complete] codon-table.11	V1.CD44-4_GL0094157  [gene]  locus=scaffold45837_1:17590:19197:- [Complete] codon-table.11		535		V1.CD44-4_GL0094157  [gene]  locus=scaffold45837_1:17590:19197:- [Complete] codon-table.11		3.18	0.9962	0.9990	1	1	1	4	4	4	     0	     0	     0	15M(15.9949)		
V1.CD45-0_GL0002062	V1.CD45-0_GL0002062  [gene]  locus=scaffold1222_6:1:1689:+ [Lack 5'-end] codon-table.11	V1.CD45-0_GL0002062  [gene]  locus=scaffold1222_6:1:1689:+ [Lack 5'-end] codon-table.11		562		V1.CD45-0_GL0002062  [gene]  locus=scaffold1222_6:1:1689:+ [Lack 5'-end] codon-table.11		6.41	0.9962	0.9990	3	2	1	3	2	1	     0	     0	     0	11M(15.9949), 9C(57.0214)		
V1.CD46-0_GL0033514	V1.CD46-0_GL0033514  [gene]  locus=scaffold3383_14:3906:4952:+ [Complete] codon-table.11	V1.CD46-0_GL0033514  [gene]  locus=scaffold3383_14:3906:4952:+ [Complete] codon-table.11		348		V1.CD46-0_GL0033514  [gene]  locus=scaffold3383_14:3906:4952:+ [Complete] codon-table.11		4.31	0.9962	0.9990	1	1	1	3	3	3	     0	     0	     0			
V1.CD51-0_GL0209482	V1.CD51-0_GL0209482  [gene]  locus=scaffold16449_3:1:1740:+ [Lack 5'-end] codon-table.11	V1.CD51-0_GL0209482  [gene]  locus=scaffold16449_3:1:1740:+ [Lack 5'-end] codon-table.11		579		V1.CD51-0_GL0209482  [gene]  locus=scaffold16449_3:1:1740:+ [Lack 5'-end] codon-table.11		2.76	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0	4C(57.0214)		
V1.CD52-0_GL0142355	V1.CD52-0_GL0142355  [gene]  locus=scaffold48353_2:1018:1386:+ [Complete] codon-table.11	V1.CD52-0_GL0142355  [gene]  locus=scaffold48353_2:1018:1386:+ [Complete] codon-table.11		122		V1.CD52-0_GL0142355  [gene]  locus=scaffold48353_2:1018:1386:+ [Complete] codon-table.11		21.31	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
V1.CD54-0_GL0104492	V1.CD54-0_GL0104492  [gene]  locus=scaffold48009_1:7692:10889:- [Complete] codon-table.11	V1.CD54-0_GL0104492  [gene]  locus=scaffold48009_1:7692:10889:- [Complete] codon-table.11		1065		V1.CD54-0_GL0104492  [gene]  locus=scaffold48009_1:7692:10889:- [Complete] codon-table.11		2.35	0.9962	0.9990	2	1	1	3	2	2	     0	     0	     0			
V1.FI05_GL0020827	V1.FI05_GL0020827  [gene]  locus=scaffold2116_10:128:991:- [Complete] codon-table.11	V1.FI05_GL0020827  [gene]  locus=scaffold2116_10:128:991:- [Complete] codon-table.11		287		V1.FI05_GL0020827  [gene]  locus=scaffold2116_10:128:991:- [Complete] codon-table.11		5.92	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
V1.FI05_GL0038060	V1.FI05_GL0038060  [gene]  locus=scaffold141_6:1696:2988:- [Complete] codon-table.11	V1.FI05_GL0038060  [gene]  locus=scaffold141_6:1696:2988:- [Complete] codon-table.11		430		V1.FI05_GL0038060  [gene]  locus=scaffold141_6:1696:2988:- [Complete] codon-table.11		3.72	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0	6C(57.0214)		
V1.FI07_GL0109931	V1.FI07_GL0109931  [gene]  locus=scaffold84757_3:2:601:- [Lack both ends] codon-table.11	V1.FI07_GL0109931  [gene]  locus=scaffold84757_3:2:601:- [Lack both ends] codon-table.11		200		V1.FI07_GL0109931  [gene]  locus=scaffold84757_3:2:601:- [Lack both ends] codon-table.11		10.50	0.9962	0.9990	1	0	1	1	0	1	     0	     0	     0			
V1.FI12_GL0064440	V1.FI12_GL0064440  [gene]  locus=scaffold94987_1:1387:2106:+ [Complete] codon-table.11	V1.FI12_GL0064440  [gene]  locus=scaffold94987_1:1387:2106:+ [Complete] codon-table.11		239		V1.FI12_GL0064440  [gene]  locus=scaffold94987_1:1387:2106:+ [Complete] codon-table.11		8.37	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0	19C(57.0214)		
V1.FI13_GL0117146	V1.FI13_GL0117146  [gene]  locus=scaffold59840_1_1:2:1189:+ [Lack 5'-end] codon-table.11	V1.FI13_GL0117146  [gene]  locus=scaffold59840_1_1:2:1189:+ [Lack 5'-end] codon-table.11		395		V1.FI13_GL0117146  [gene]  locus=scaffold59840_1_1:2:1189:+ [Lack 5'-end] codon-table.11		4.05	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
V1.FI28_GL0055112	V1.FI28_GL0055112  [gene]  locus=scaffold96948_5:2:1228:+ [Lack 5'-end] codon-table.11	V1.FI28_GL0055112  [gene]  locus=scaffold96948_5:2:1228:+ [Lack 5'-end] codon-table.11		408		V1.FI28_GL0055112  [gene]  locus=scaffold96948_5:2:1228:+ [Lack 5'-end] codon-table.11		3.68	0.9962	0.9990	1	1	1	5	5	5	     0	     0	     0			
V1.FI28_GL0220650	V1.FI28_GL0220650  [gene]  locus=scaffold78700_1:476:1411:- [Lack 5'-end] codon-table.11	V1.FI28_GL0220650  [gene]  locus=scaffold78700_1:476:1411:- [Lack 5'-end] codon-table.11		311		V1.FI28_GL0220650  [gene]  locus=scaffold78700_1:476:1411:- [Lack 5'-end] codon-table.11		4.18	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
V1.UC11-0_GL0030916	V1.UC11-0_GL0030916  [gene]  locus=scaffold54008_2:3956:4744:+ [Complete] codon-table.11	V1.UC11-0_GL0030916  [gene]  locus=scaffold54008_2:3956:4744:+ [Complete] codon-table.11		262		V1.UC11-0_GL0030916  [gene]  locus=scaffold54008_2:3956:4744:+ [Complete] codon-table.11		14.12	0.9962	0.9990	2	2	1	4	4	3	     0	     0	     0			
V1.UC11-5_GL0006483	V1.UC11-5_GL0006483  [gene]  locus=scaffold20131_11:1:855:- [Lack 3'-end] codon-table.11	V1.UC11-5_GL0006483  [gene]  locus=scaffold20131_11:1:855:- [Lack 3'-end] codon-table.11		285		V1.UC11-5_GL0006483  [gene]  locus=scaffold20131_11:1:855:- [Lack 3'-end] codon-table.11		9.12	0.9962	0.9990	2	2	1	2	2	1	     0	     0	     0			
V1.UC13-0_GL0051893	V1.UC13-0_GL0051893  [gene]  locus=scaffold7400_2:1:513:- [Lack both ends] codon-table.11	V1.UC13-0_GL0051893  [gene]  locus=scaffold7400_2:1:513:- [Lack both ends] codon-table.11		171		V1.UC13-0_GL0051893  [gene]  locus=scaffold7400_2:1:513:- [Lack both ends] codon-table.11		11.70	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0	17M(15.9949)		
V1.UC16-0_GL0009562	V1.UC16-0_GL0009562  [gene]  locus=scaffold4265_5:510:1562:+ [Lack 3'-end] codon-table.11	V1.UC16-0_GL0009562  [gene]  locus=scaffold4265_5:510:1562:+ [Lack 3'-end] codon-table.11		351		V1.UC16-0_GL0009562  [gene]  locus=scaffold4265_5:510:1562:+ [Lack 3'-end] codon-table.11		4.56	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
V1.UC21-4_GL0038817	V1.UC21-4_GL0038817  [gene]  locus=scaffold50497_3:437:943:- [Complete] codon-table.11	V1.UC21-4_GL0038817  [gene]  locus=scaffold50497_3:437:943:- [Complete] codon-table.11		168		V1.UC21-4_GL0038817  [gene]  locus=scaffold50497_3:437:943:- [Complete] codon-table.11		10.71	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
V1.UC22-1_GL0089182	V1.UC22-1_GL0089182  [gene]  locus=scaffold53777_4:163:579:+ [Lack 3'-end] codon-table.11	V1.UC22-1_GL0089182  [gene]  locus=scaffold53777_4:163:579:+ [Lack 3'-end] codon-table.11		139		V1.UC22-1_GL0089182  [gene]  locus=scaffold53777_4:163:579:+ [Lack 3'-end] codon-table.11		10.79	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0	2C(57.0214)		
V1.UC34-0_GL0057212	V1.UC34-0_GL0057212  [gene]  locus=scaffold12895_13:550:1350:+ [Lack 3'-end] codon-table.11	V1.UC34-0_GL0057212  [gene]  locus=scaffold12895_13:550:1350:+ [Lack 3'-end] codon-table.11		267		V1.UC34-0_GL0057212  [gene]  locus=scaffold12895_13:550:1350:+ [Lack 3'-end] codon-table.11		5.24	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
V1.UC35-4_GL0104651	V1.UC35-4_GL0104651  [gene]  locus=scaffold7386_9:881:1423:- [Complete] codon-table.11	V1.UC35-4_GL0104651  [gene]  locus=scaffold7386_9:881:1423:- [Complete] codon-table.11		180		V1.UC35-4_GL0104651  [gene]  locus=scaffold7386_9:881:1423:- [Complete] codon-table.11		12.78	0.9962	0.9990	3	2	1	3	2	1	     0	     0	     0			
V1.UC4-0_GL0082018	V1.UC4-0_GL0082018  [gene]  locus=scaffold46995_2:300:977:+ [Lack 3'-end] codon-table.11	V1.UC4-0_GL0082018  [gene]  locus=scaffold46995_2:300:977:+ [Lack 3'-end] codon-table.11		226		V1.UC4-0_GL0082018  [gene]  locus=scaffold46995_2:300:977:+ [Lack 3'-end] codon-table.11		5.31	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
V1.UC4-5_GL0090328	V1.UC4-5_GL0090328  [gene]  locus=scaffold89155_4:1:549:+ [Lack 5'-end] codon-table.11	V1.UC4-5_GL0090328  [gene]  locus=scaffold89155_4:1:549:+ [Lack 5'-end] codon-table.11		182		V1.UC4-5_GL0090328  [gene]  locus=scaffold89155_4:1:549:+ [Lack 5'-end] codon-table.11		13.74	0.9962	0.9990	2	1	2	2	1	2	     0	     0	     0			
V1.UC45-0_GL0083346	V1.UC45-0_GL0083346  [gene]  locus=scaffold21542_5:3:437:- [Lack 3'-end] codon-table.11	V1.UC45-0_GL0083346  [gene]  locus=scaffold21542_5:3:437:- [Lack 3'-end] codon-table.11		145		V1.UC45-0_GL0083346  [gene]  locus=scaffold21542_5:3:437:- [Lack 3'-end] codon-table.11		9.66	0.9962	0.9990	1	1	1	3	3	3	     0	     0	     0			
V1.UC47-4_GL0187740	V1.UC47-4_GL0187740  [gene]  locus=scaffold112503_2:15860:17317:+ [Complete] codon-table.11	V1.UC47-4_GL0187740  [gene]  locus=scaffold112503_2:15860:17317:+ [Complete] codon-table.11		485		V1.UC47-4_GL0187740  [gene]  locus=scaffold112503_2:15860:17317:+ [Complete] codon-table.11		3.92	0.9962	0.9990	1	1	1	1	1	1	     0	     0	     0			
V1.UC52-0_GL0125727	V1.UC52-0_GL0125727  [gene]  locus=scaffold118804_1:165:1085:- [Complete] codon-table.11	V1.UC52-0_GL0125727  [gene]  locus=scaffold118804_1:165:1085:- [Complete] codon-table.11		306		V1.UC52-0_GL0125727  [gene]  locus=scaffold118804_1:165:1085:- [Complete] codon-table.11		4.90	0.9962	0.9990	1	1	1	2	2	2	     0	     0	     0			
V1.UC53-4_GL0068965	V1.UC53-4_GL0068965  [gene]  locus=scaffold52172_1:1:414:- [Lack 3'-end] codon-table.11	V1.UC53-4_GL0068965  [gene]  locus=scaffold52172_1:1:414:- [Lack 3'-end] codon-table.11		138		V1.UC53-4_GL0068965  [gene]  locus=scaffold52172_1:1:414:- [Lack 3'-end] codon-table.11		26.09	0.9962	0.9990	2	2	1	3	3	2	     0	     0	     0	11C(57.0214)		
V1.UC37-0_GL0028267	V1.UC37-0_GL0028267  [gene]  locus=C1570536_1:3:479:+ [Lack 5'-end] codon-table.11	V1.UC37-0_GL0028267  [gene]  locus=C1570536_1:3:479:+ [Lack 5'-end] codon-table.11		158		V1.UC37-0_GL0028267  [gene]  locus=C1570536_1:3:479:+ [Lack 5'-end] codon-table.11		26.58	0.9960	0.9918	3	1	1	5	1	1	     0	     0	     0	3C(57.0214)		
